tac_doc_id,tac_sentence_id,sentence,indexed_tokens,subj_start,subj_end,obj_start,obj_end,assessment,alt_subj_start,alt_subj_end,alt_obj_start,alt_obj_end
NYT_ENG_20090810.0170,098f60af8fb6aebcb265,But the Allegheny County police later found a reference to the bus incident in a note Sodini left on a table in his home.,"[(0, 'But'), (1, 'the'), (2, 'Allegheny'), (3, 'County'), (4, 'police'), (5, 'later'), (6, 'found'), (7, 'a'), (8, 'reference'), (9, 'to'), (10, 'the'), (11, 'bus'), (12, 'incident'), (13, 'in'), (14, 'a'), (15, 'note'), (16, 'Sodini'), (17, 'left'), (18, 'on'), (19, 'a'), (20, 'table'), (21, 'in'), (22, 'his'), (23, 'home'), (24, '.')]",22,22,2,3,,,,,
APW_ENG_20090620.0438,098f60af8f07d0a7a6bd,"The state's response could affect a high-stakes lawsuit the victim's family filed against the chimp's owner, Sandra Herold of Stamford, seeking $50 million in damages.","[(0, 'The'), (1, 'state'), (2, ""'s""), (3, 'response'), (4, 'could'), (5, 'affect'), (6, 'a'), (7, 'high-stakes'), (8, 'lawsuit'), (9, 'the'), (10, 'victim'), (11, ""'s""), (12, 'family'), (13, 'filed'), (14, 'against'), (15, 'the'), (16, 'chimp'), (17, ""'s""), (18, 'owner'), (19, ','), (20, 'Sandra'), (21, 'Herold'), (22, 'of'), (23, 'Stamford'), (24, ','), (25, 'seeking'), (26, '$'), (27, '50'), (28, 'million'), (29, 'in'), (30, 'damages'), (31, '.')]",20,21,23,23,,,,,
NYT_ENG_20070910.0199.LDC2009T13,098f60af8feb4d76e676,"Chen Tao, sales manager at Chenghai Guangxin Plastic Toys Factory, also in Shantou, said his plant did not use lead paint at all.","[(0, 'Chen'), (1, 'Tao'), (2, ','), (3, 'sales'), (4, 'manager'), (5, 'at'), (6, 'Chenghai'), (7, 'Guangxin'), (8, 'Plastic'), (9, 'Toys'), (10, 'Factory'), (11, ','), (12, 'also'), (13, 'in'), (14, 'Shantou'), (15, ','), (16, 'said'), (17, 'his'), (18, 'plant'), (19, 'did'), (20, 'not'), (21, 'use'), (22, 'lead'), (23, 'paint'), (24, 'at'), (25, 'all'), (26, '.')]",0,1,14,14,,,,,
AFP_ENG_20100514.0355,098f60af8f56ab025926,"The Hague, May 14 , 2010 (AFP) The boy, identified by the ministry only as nine-year-old Ruben from the southern city of Tilburg but fully by the media as Ruben van Assouw, is recovering in a Tripoli hospital after surgery on his smashed legs.","[(0, 'The'), (1, 'Hague'), (2, ','), (3, 'May'), (4, '14'), (5, ','), (6, '2010'), (7, '-LRB-'), (8, 'AFP'), (9, '-RRB-'), (10, 'The'), (11, 'boy'), (12, ','), (13, 'identified'), (14, 'by'), (15, 'the'), (16, 'ministry'), (17, 'only'), (18, 'as'), (19, 'nine-year-old'), (20, 'Ruben'), (21, 'from'), (22, 'the'), (23, 'southern'), (24, 'city'), (25, 'of'), (26, 'Tilburg'), (27, 'but'), (28, 'fully'), (29, 'by'), (30, 'the'), (31, 'media'), (32, 'as'), (33, 'Ruben'), (34, 'van'), (35, 'Assouw'), (36, ','), (37, 'is'), (38, 'recovering'), (39, 'in'), (40, 'a'), (41, 'Tripoli'), (42, 'hospital'), (43, 'after'), (44, 'surgery'), (45, 'on'), (46, 'his'), (47, 'smashed'), (48, 'legs'), (49, '.')]",33,35,26,26,,,,,
NYT_ENG_20100614.0031,098f60af8f6b7e23d8d8,"In the 14 years after her daughter was born, Hagemo had a second daughter, divorced and moved near her mother in Minneapolis.","[(0, 'In'), (1, 'the'), (2, '14'), (3, 'years'), (4, 'after'), (5, 'her'), (6, 'daughter'), (7, 'was'), (8, 'born'), (9, ','), (10, 'Hagemo'), (11, 'had'), (12, 'a'), (13, 'second'), (14, 'daughter'), (15, ','), (16, 'divorced'), (17, 'and'), (18, 'moved'), (19, 'near'), (20, 'her'), (21, 'mother'), (22, 'in'), (23, 'Minneapolis'), (24, '.')]",5,5,23,23,,,,,
AFP_ENG_20100514.0577,098f665fb95ef44a03fe,"Dutch newspaper Brabants Dagblad said the boy was probably Ruben van Assouw from Tilburg in the southern Netherlands who had been on safari in South Africa with his mother Trudy , 41, father Patrick , 40, and brother Enzo , 11.","[(0, 'Dutch'), (1, 'newspaper'), (2, 'Brabants'), (3, 'Dagblad'), (4, 'said'), (5, 'the'), (6, 'boy'), (7, 'was'), (8, 'probably'), (9, 'Ruben'), (10, 'van'), (11, 'Assouw'), (12, 'from'), (13, 'Tilburg'), (14, 'in'), (15, 'the'), (16, 'southern'), (17, 'Netherlands'), (18, 'who'), (19, 'had'), (20, 'been'), (21, 'on'), (22, 'safari'), (23, 'in'), (24, 'South'), (25, 'Africa'), (26, 'with'), (27, 'his'), (28, 'mother'), (29, 'Trudy'), (30, ','), (31, '41'), (32, ','), (33, 'father'), (34, 'Patrick'), (35, ','), (36, '40'), (37, ','), (38, 'and'), (39, 'brother'), (40, 'Enzo'), (41, ','), (42, '11'), (43, '.')]",9,11,13,13,,,,,
XIN_ENG_20090621.0060,098f60af8ffefb12270f,"MANILA, June 21 (Xinhua) Three members of the International Committee of the Red Cross (ICRC) - Swiss Andreas Notter, Italian Eugenio Vagni and Filipina Mary Jean Lacaba - were kidnapped in Patikul town of Sulu province on Jan 15 after the team conducted a humanitarian mission there.","[(0, 'MANILA'), (1, ','), (2, 'June'), (3, '21'), (4, '-LRB-'), (5, 'Xinhua'), (6, '-RRB-'), (7, 'Three'), (8, 'members'), (9, 'of'), (10, 'the'), (11, 'International'), (12, 'Committee'), (13, 'of'), (14, 'the'), (15, 'Red'), (16, 'Cross'), (17, '-LRB-'), (18, 'ICRC'), (19, '-RRB-'), (20, '--'), (21, 'Swiss'), (22, 'Andreas'), (23, 'Notter'), (24, ','), (25, 'Italian'), (26, 'Eugenio'), (27, 'Vagni'), (28, 'and'), (29, 'Filipina'), (30, 'Mary'), (31, 'Jean'), (32, 'Lacaba'), (33, '--'), (34, 'were'), (35, 'kidnapped'), (36, 'in'), (37, 'Patikul'), (38, 'town'), (39, 'of'), (40, 'Sulu'), (41, 'province'), (42, 'on'), (43, 'Jan'), (44, '15'), (45, 'after'), (46, 'the'), (47, 'team'), (48, 'conducted'), (49, 'a'), (50, 'humanitarian'), (51, 'mission'), (52, 'there'), (53, '.')]",26,27,37,37,,,,,
APW_ENG_20081205.0127.LDC2009T13,098f60af8fb1b898b8f6,"Giuca was convicted of the 2003 murder of Mark Fisher, a 19-year - old college student from Andover, New Jersey, who had gone to an after-hours party Giuca hosted in Brooklyn while his parents were out of town.","[(0, 'Giuca'), (1, 'was'), (2, 'convicted'), (3, 'of'), (4, 'the'), (5, '2003'), (6, 'murder'), (7, 'of'), (8, 'Mark'), (9, 'Fisher'), (10, ','), (11, 'a'), (12, '19-year'), (13, '-'), (14, 'old'), (15, 'college'), (16, 'student'), (17, 'from'), (18, 'Andover'), (19, ','), (20, 'New'), (21, 'Jersey'), (22, ','), (23, 'who'), (24, 'had'), (25, 'gone'), (26, 'to'), (27, 'an'), (28, 'after-hours'), (29, 'party'), (30, 'Giuca'), (31, 'hosted'), (32, 'in'), (33, 'Brooklyn'), (34, 'while'), (35, 'his'), (36, 'parents'), (37, 'were'), (38, 'out'), (39, 'of'), (40, 'town'), (41, '.')]",8,9,18,18,,,,,
AFP_ENG_20100513.0613,098f60af8f1c99416d8a,"The sole survivor of a Libyan plane crash that killed 103 people may be nine - year-old Ruben van Assouw from Tilburg in the southern Netherlands, a local newspaper reported Thursday.","[(0, 'The'), (1, 'sole'), (2, 'survivor'), (3, 'of'), (4, 'a'), (5, 'Libyan'), (6, 'plane'), (7, 'crash'), (8, 'that'), (9, 'killed'), (10, '103'), (11, 'people'), (12, 'may'), (13, 'be'), (14, 'nine'), (15, '-'), (16, 'year-old'), (17, 'Ruben'), (18, 'van'), (19, 'Assouw'), (20, 'from'), (21, 'Tilburg'), (22, 'in'), (23, 'the'), (24, 'southern'), (25, 'Netherlands'), (26, ','), (27, 'a'), (28, 'local'), (29, 'newspaper'), (30, 'reported'), (31, 'Thursday'), (32, '.')]",17,19,21,21,,,,,
AFP_ENG_20100514.0577,098f60af8f11508964d1,"Libya plane crash boy survivor getting better: doctor Dutch newspaper Brabants Dagblad said the boy was probably Ruben van Assouw from Tilburg in the southern Netherlands who had been on safari in South Africa with his mother Trudy , 41, father Patrick , 40, and brother Enzo , 11.","[(0, 'Libya'), (1, 'plane'), (2, 'crash'), (3, 'boy'), (4, 'survivor'), (5, 'getting'), (6, 'better'), (7, ':'), (8, 'doctor'), (9, 'Dutch'), (10, 'newspaper'), (11, 'Brabants'), (12, 'Dagblad'), (13, 'said'), (14, 'the'), (15, 'boy'), (16, 'was'), (17, 'probably'), (18, 'Ruben'), (19, 'van'), (20, 'Assouw'), (21, 'from'), (22, 'Tilburg'), (23, 'in'), (24, 'the'), (25, 'southern'), (26, 'Netherlands'), (27, 'who'), (28, 'had'), (29, 'been'), (30, 'on'), (31, 'safari'), (32, 'in'), (33, 'South'), (34, 'Africa'), (35, 'with'), (36, 'his'), (37, 'mother'), (38, 'Trudy'), (39, ','), (40, '41'), (41, ','), (42, 'father'), (43, 'Patrick'), (44, ','), (45, '40'), (46, ','), (47, 'and'), (48, 'brother'), (49, 'Enzo'), (50, ','), (51, '11'), (52, '.')]",18,20,22,22,,,,,
APW_ENG_20090806.0766,098f60af8fd81be86427,Sodini graduated in 1992 from the University of Pittsburgh with a degree in computer science and had worked as a systems analyst at a Pittsburgh law firm since 1999.,"[(0, 'Sodini'), (1, 'graduated'), (2, 'in'), (3, '1992'), (4, 'from'), (5, 'the'), (6, 'University'), (7, 'of'), (8, 'Pittsburgh'), (9, 'with'), (10, 'a'), (11, 'degree'), (12, 'in'), (13, 'computer'), (14, 'science'), (15, 'and'), (16, 'had'), (17, 'worked'), (18, 'as'), (19, 'a'), (20, 'systems'), (21, 'analyst'), (22, 'at'), (23, 'a'), (24, 'Pittsburgh'), (25, 'law'), (26, 'firm'), (27, 'since'), (28, '1999'), (29, '.')]",0,0,24,24,,,,,
APW_ENG_20101201.0878,098f60af8fa4faac1e24,"Her death came about six months after two FBI agents were gunned down in a shootout with AIM members, and two years after she participated in AIM's 71-day occupation of the South Dakota reservation town of Wounded Knee.","[(0, 'Her'), (1, 'death'), (2, 'came'), (3, 'about'), (4, 'six'), (5, 'months'), (6, 'after'), (7, 'two'), (8, 'FBI'), (9, 'agents'), (10, 'were'), (11, 'gunned'), (12, 'down'), (13, 'in'), (14, 'a'), (15, 'shootout'), (16, 'with'), (17, 'AIM'), (18, 'members'), (19, ','), (20, 'and'), (21, 'two'), (22, 'years'), (23, 'after'), (24, 'she'), (25, 'participated'), (26, 'in'), (27, 'AIM'), (28, ""'s""), (29, '71-day'), (30, 'occupation'), (31, 'of'), (32, 'the'), (33, 'South'), (34, 'Dakota'), (35, 'reservation'), (36, 'town'), (37, 'of'), (38, 'Wounded'), (39, 'Knee'), (40, '.')]",24,24,38,39,,,,,
LTW_ENG_20070927.0047.LDC2009T13,098f60af8f1efc8268ca,"Lomax shares a story about Almena Lomax, his mother and a newspaper owner and journalist in Los Angeles, taking her family on the bus to Tuskegee, Ala., in 1961.","[(0, 'Lomax'), (1, 'shares'), (2, 'a'), (3, 'story'), (4, 'about'), (5, 'Almena'), (6, 'Lomax'), (7, ','), (8, 'his'), (9, 'mother'), (10, 'and'), (11, 'a'), (12, 'newspaper'), (13, 'owner'), (14, 'and'), (15, 'journalist'), (16, 'in'), (17, 'Los'), (18, 'Angeles'), (19, ','), (20, 'taking'), (21, 'her'), (22, 'family'), (23, 'on'), (24, 'the'), (25, 'bus'), (26, 'to'), (27, 'Tuskegee'), (28, ','), (29, 'Ala.'), (30, ','), (31, 'in'), (32, '1961'), (33, '.')]",8,8,17,18,,,,,
APW_ENG_20100304.0911,098f60af8f6f235748c5,"The Seattle woman was sentenced to 26 years in jail, while Sollecito received a 25-year sentence.","[(0, 'The'), (1, 'Seattle'), (2, 'woman'), (3, 'was'), (4, 'sentenced'), (5, 'to'), (6, '26'), (7, 'years'), (8, 'in'), (9, 'jail'), (10, ','), (11, 'while'), (12, 'Sollecito'), (13, 'received'), (14, 'a'), (15, '25-year'), (16, 'sentence'), (17, '.')]",2,2,1,1,,,,,
AFP_ENG_20100514.0577,098f60af8ff683efed02,"The Dutch newspaper Brabants Dagblad said Ruben was probably from Tilburg in the southern Netherlands and that he had been on safari in South Africa with his mother Trudy , 41, father Patrick , 40, and brother Enzo.","[(0, 'The'), (1, 'Dutch'), (2, 'newspaper'), (3, 'Brabants'), (4, 'Dagblad'), (5, 'said'), (6, 'Ruben'), (7, 'was'), (8, 'probably'), (9, 'from'), (10, 'Tilburg'), (11, 'in'), (12, 'the'), (13, 'southern'), (14, 'Netherlands'), (15, 'and'), (16, 'that'), (17, 'he'), (18, 'had'), (19, 'been'), (20, 'on'), (21, 'safari'), (22, 'in'), (23, 'South'), (24, 'Africa'), (25, 'with'), (26, 'his'), (27, 'mother'), (28, 'Trudy'), (29, ','), (30, '41'), (31, ','), (32, 'father'), (33, 'Patrick'), (34, ','), (35, '40'), (36, ','), (37, 'and'), (38, 'brother'), (39, 'Enzo'), (40, '.')]",6,6,10,10,,,,,
APW_ENG_20090805.0717,098f60af8f908fc2c358,"A person close to the Allegheny County coroner's office says the gunman was George Sodini who lived in Carnegie, just a few miles from the health club.","[(0, 'A'), (1, 'person'), (2, 'close'), (3, 'to'), (4, 'the'), (5, 'Allegheny'), (6, 'County'), (7, 'coroner'), (8, ""'s""), (9, 'office'), (10, 'says'), (11, 'the'), (12, 'gunman'), (13, 'was'), (14, 'George'), (15, 'Sodini'), (16, 'who'), (17, 'lived'), (18, 'in'), (19, 'Carnegie'), (20, ','), (21, 'just'), (22, 'a'), (23, 'few'), (24, 'miles'), (25, 'from'), (26, 'the'), (27, 'health'), (28, 'club'), (29, '.')]",14,15,19,19,,,,,
NYT_ENG_20090805.0162,098f60af8f525bf28534,"Officials said Sodini, of Scott Township, a suburb about six miles southwest of Pittsburgh, prepared for the assault for at least nine months, buying ammunition and at least three guns and making practice runs to the fitness center.","[(0, 'Officials'), (1, 'said'), (2, 'Sodini'), (3, ','), (4, 'of'), (5, 'Scott'), (6, 'Township'), (7, ','), (8, 'a'), (9, 'suburb'), (10, 'about'), (11, 'six'), (12, 'miles'), (13, 'southwest'), (14, 'of'), (15, 'Pittsburgh'), (16, ','), (17, 'prepared'), (18, 'for'), (19, 'the'), (20, 'assault'), (21, 'for'), (22, 'at'), (23, 'least'), (24, 'nine'), (25, 'months'), (26, ','), (27, 'buying'), (28, 'ammunition'), (29, 'and'), (30, 'at'), (31, 'least'), (32, 'three'), (33, 'guns'), (34, 'and'), (35, 'making'), (36, 'practice'), (37, 'runs'), (38, 'to'), (39, 'the'), (40, 'fitness'), (41, 'center'), (42, '.')]",2,2,5,6,,,,,
AFP_ENG_20090726.0134,098f60af8fca046a2d22,"He was arrested at his home in Karak, a remote town around 100 kilometres (60 miles) south of Peshawar, the capital of Northwest Frontier Province.","[(0, 'He'), (1, 'was'), (2, 'arrested'), (3, 'at'), (4, 'his'), (5, 'home'), (6, 'in'), (7, 'Karak'), (8, ','), (9, 'a'), (10, 'remote'), (11, 'town'), (12, 'around'), (13, '100'), (14, 'kilometres'), (15, '-LRB-'), (16, '60'), (17, 'miles'), (18, '-RRB-'), (19, 'south'), (20, 'of'), (21, 'Peshawar'), (22, ','), (23, 'the'), (24, 'capital'), (25, 'of'), (26, 'Northwest'), (27, 'Frontier'), (28, 'Province'), (29, '.')]",0,0,7,7,,,,,
XIN_ENG_20100122.0302,098f60af8f4b451bb8c2,Prosecutors said investigations showed Wen had abused his power by offering benefits to others and accepted huge bribes personally or with his wife Zhou Xiaoya when he served in a series of Communist Party of China and administrative posts at the Public Security Bureau of Chongqing.,"[(0, 'Prosecutors'), (1, 'said'), (2, 'investigations'), (3, 'showed'), (4, 'Wen'), (5, 'had'), (6, 'abused'), (7, 'his'), (8, 'power'), (9, 'by'), (10, 'offering'), (11, 'benefits'), (12, 'to'), (13, 'others'), (14, 'and'), (15, 'accepted'), (16, 'huge'), (17, 'bribes'), (18, 'personally'), (19, 'or'), (20, 'with'), (21, 'his'), (22, 'wife'), (23, 'Zhou'), (24, 'Xiaoya'), (25, 'when'), (26, 'he'), (27, 'served'), (28, 'in'), (29, 'a'), (30, 'series'), (31, 'of'), (32, 'Communist'), (33, 'Party'), (34, 'of'), (35, 'China'), (36, 'and'), (37, 'administrative'), (38, 'posts'), (39, 'at'), (40, 'the'), (41, 'Public'), (42, 'Security'), (43, 'Bureau'), (44, 'of'), (45, 'Chongqing'), (46, '.')]",26,26,45,45,,,,,
APW_ENG_20091207.0993,098f60af8f2129167bd8,Connecticut State's Attorney David Cohen said Monday that there is no evidence that Sandra Herold of Stamford was aware of risk that her chimpanzee posed to other people and disregarded it.,"[(0, 'Connecticut'), (1, 'State'), (2, ""'s""), (3, 'Attorney'), (4, 'David'), (5, 'Cohen'), (6, 'said'), (7, 'Monday'), (8, 'that'), (9, 'there'), (10, 'is'), (11, 'no'), (12, 'evidence'), (13, 'that'), (14, 'Sandra'), (15, 'Herold'), (16, 'of'), (17, 'Stamford'), (18, 'was'), (19, 'aware'), (20, 'of'), (21, 'risk'), (22, 'that'), (23, 'her'), (24, 'chimpanzee'), (25, 'posed'), (26, 'to'), (27, 'other'), (28, 'people'), (29, 'and'), (30, 'disregarded'), (31, 'it'), (32, '.')]",23,23,17,17,,,,,
NYT_ENG_20090805.0066,098f60af8f3d381080eb,"Two law enforcement officials confirmed reports that the gunman was George Sodini , 48, of Scott Township, and they said the diary appeared to be legitimate.","[(0, 'Two'), (1, 'law'), (2, 'enforcement'), (3, 'officials'), (4, 'confirmed'), (5, 'reports'), (6, 'that'), (7, 'the'), (8, 'gunman'), (9, 'was'), (10, 'George'), (11, 'Sodini'), (12, ','), (13, '48'), (14, ','), (15, 'of'), (16, 'Scott'), (17, 'Township'), (18, ','), (19, 'and'), (20, 'they'), (21, 'said'), (22, 'the'), (23, 'diary'), (24, 'appeared'), (25, 'to'), (26, 'be'), (27, 'legitimate'), (28, '.')]",10,11,16,17,,,,,
APW_ENG_20090713.0057,098f60af8fe37ad96716,"The Jan. 15 kidnapping of Vagni and two Red Cross colleagues from Switzerland and the Philippines on Jolo Island has raised fresh concerns over the Abu Sayyaf, a smaller Muslim separatist insurgency that the government has long dismissed as a spent force of bandits.","[(0, 'The'), (1, 'Jan.'), (2, '15'), (3, 'kidnapping'), (4, 'of'), (5, 'Vagni'), (6, 'and'), (7, 'two'), (8, 'Red'), (9, 'Cross'), (10, 'colleagues'), (11, 'from'), (12, 'Switzerland'), (13, 'and'), (14, 'the'), (15, 'Philippines'), (16, 'on'), (17, 'Jolo'), (18, 'Island'), (19, 'has'), (20, 'raised'), (21, 'fresh'), (22, 'concerns'), (23, 'over'), (24, 'the'), (25, 'Abu'), (26, 'Sayyaf'), (27, ','), (28, 'a'), (29, 'smaller'), (30, 'Muslim'), (31, 'separatist'), (32, 'insurgency'), (33, 'that'), (34, 'the'), (35, 'government'), (36, 'has'), (37, 'long'), (38, 'dismissed'), (39, 'as'), (40, 'a'), (41, 'spent'), (42, 'force'), (43, 'of'), (44, 'bandits'), (45, '.')]",5,5,17,18,,,,,
APW_ENG_20070519.0298.LDC2009T13,098f60af8f2ce95d4e45,"John Graham, a disabled carpenter and emergency medical technician from Paramus, New Jersey, came to the screening with his daughters.","[(0, 'John'), (1, 'Graham'), (2, ','), (3, 'a'), (4, 'disabled'), (5, 'carpenter'), (6, 'and'), (7, 'emergency'), (8, 'medical'), (9, 'technician'), (10, 'from'), (11, 'Paramus'), (12, ','), (13, 'New'), (14, 'Jersey'), (15, ','), (16, 'came'), (17, 'to'), (18, 'the'), (19, 'screening'), (20, 'with'), (21, 'his'), (22, 'daughters'), (23, '.')]",0,1,11,11,,,,,
APW_ENG_20090826.0031,098f60af8fc10a129cb2,"ANADARKO, Oklahoma 2009-08-26 00:22:04 UTC Daniels made the 60-mile (96-kilometer) from Oklahoma City every week to preach, even though the church had no regular congregation.","[(0, 'ANADARKO'), (1, ','), (2, 'Oklahoma'), (3, '2009-08-26'), (4, '00:22:04'), (5, 'UTC'), (6, 'Daniels'), (7, 'made'), (8, 'the'), (9, '60-mile'), (10, '-LRB-'), (11, '96-kilometer'), (12, '-RRB-'), (13, 'from'), (14, 'Oklahoma'), (15, 'City'), (16, 'every'), (17, 'week'), (18, 'to'), (19, 'preach'), (20, ','), (21, 'even'), (22, 'though'), (23, 'the'), (24, 'church'), (25, 'had'), (26, 'no'), (27, 'regular'), (28, 'congregation'), (29, '.')]",6,6,2,2,,,,,
NYT_ENG_20100226.0049,098f60af8f870652784c,"He is survived by his son, Terry, of Temecula, Calif; his daughters, Carol Daniels of Morro Bay, Calif, and Julie Jones of La Mesa, Calif; three grandchildren; and a great-granddaughter.","[(0, 'He'), (1, 'is'), (2, 'survived'), (3, 'by'), (4, 'his'), (5, 'son'), (6, ','), (7, 'Terry'), (8, ','), (9, 'of'), (10, 'Temecula'), (11, ','), (12, 'Calif'), (13, ';'), (14, 'his'), (15, 'daughters'), (16, ','), (17, 'Carol'), (18, 'Daniels'), (19, 'of'), (20, 'Morro'), (21, 'Bay'), (22, ','), (23, 'Calif'), (24, ','), (25, 'and'), (26, 'Julie'), (27, 'Jones'), (28, 'of'), (29, 'La'), (30, 'Mesa'), (31, ','), (32, 'Calif'), (33, ';'), (34, 'three'), (35, 'grandchildren'), (36, ';'), (37, 'and'), (38, 'a'), (39, 'great-granddaughter'), (40, '.')]",17,18,20,21,,,,,
AFP_ENG_20100531.0134,098f60af8ff803b56774,"The Italian court came under harsh criticism from many who felt Knox, a native of Seattle, Washington, was convicted only on circumstantial evidence and that the Italian press, which jurors were free to read, had assassinated her character.","[(0, 'The'), (1, 'Italian'), (2, 'court'), (3, 'came'), (4, 'under'), (5, 'harsh'), (6, 'criticism'), (7, 'from'), (8, 'many'), (9, 'who'), (10, 'felt'), (11, 'Knox'), (12, ','), (13, 'a'), (14, 'native'), (15, 'of'), (16, 'Seattle'), (17, ','), (18, 'Washington'), (19, ','), (20, 'was'), (21, 'convicted'), (22, 'only'), (23, 'on'), (24, 'circumstantial'), (25, 'evidence'), (26, 'and'), (27, 'that'), (28, 'the'), (29, 'Italian'), (30, 'press'), (31, ','), (32, 'which'), (33, 'jurors'), (34, 'were'), (35, 'free'), (36, 'to'), (37, 'read'), (38, ','), (39, 'had'), (40, 'assassinated'), (41, 'her'), (42, 'character'), (43, '.')]",11,11,16,16,,,,,
APW_ENG_20101207.0826,098f60af8f2a93df62a1,"Ecoffey told jurors that he and another federal agent met with Graham in April 1994 in Yellowknife, the city in northwest Canada where Graham lived at the time.","[(0, 'Ecoffey'), (1, 'told'), (2, 'jurors'), (3, 'that'), (4, 'he'), (5, 'and'), (6, 'another'), (7, 'federal'), (8, 'agent'), (9, 'met'), (10, 'with'), (11, 'Graham'), (12, 'in'), (13, 'April'), (14, '1994'), (15, 'in'), (16, 'Yellowknife'), (17, ','), (18, 'the'), (19, 'city'), (20, 'in'), (21, 'northwest'), (22, 'Canada'), (23, 'where'), (24, 'Graham'), (25, 'lived'), (26, 'at'), (27, 'the'), (28, 'time'), (29, '.')]",24,24,16,16,,,,,
